[2023-02-21 14:00:23] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 14 2022, 12:59:47) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-21 14:00:23] Command line arguments:
- args.data_root          : ./data/
- args.data_name          : CIFAR100_x32
- args.data_augmentation  : standard
- args.data_proportional  : 1.0
- args.model_depth        : 20
- args.model_width        : 4
- args.model_style        : BN-ReLU
- args.optim_bs           : 256
- args.optim_ne           : 200
- args.optim_lr           : 0.1
- args.optim_momentum     : 0.9
- args.optim_weight_decay : 0.001
- args.rho                : 3.0
- args.save               : /home/giung/giung2-dev/projects/sam/save/CIFAR100_x32/R20x4-BN-ReLU/ASAM/bs-0256_ne-0200_lr-0.10_mo-0.90_wd-0.0010_rho-3.0000_fp32/42
- args.seed               : 42
- args.precision          : fp32

[2023-02-21 14:00:29] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-21 14:01:31] [Epoch     1/  200] trn/loss 4.659e+00, trn/lr 1.000e-01, val/acc 1.062e-02, val/nll 4.607e+00 (best_acc: 0.000e+00 -> 1.062e-02, test_acc: 9.900e-03, test_nll: 4.606e+00)
[2023-02-21 14:01:39] [Epoch     2/  200] trn/loss 4.607e+00, trn/lr 9.999e-02, val/acc 9.071e-03, val/nll 4.607e+00
[2023-02-21 14:01:46] [Epoch     3/  200] trn/loss 4.607e+00, trn/lr 9.996e-02, val/acc 8.075e-03, val/nll 4.607e+00
[2023-02-21 14:01:53] [Epoch     4/  200] trn/loss 4.607e+00, trn/lr 9.992e-02, val/acc 9.292e-03, val/nll 4.607e+00
[2023-02-21 14:02:00] [Epoch     5/  200] trn/loss 4.607e+00, trn/lr 9.987e-02, val/acc 8.518e-03, val/nll 4.607e+00
[2023-02-21 14:02:08] [Epoch     6/  200] trn/loss 4.607e+00, trn/lr 9.981e-02, val/acc 9.071e-03, val/nll 4.607e+00
[2023-02-21 14:02:15] [Epoch     7/  200] trn/loss 4.607e+00, trn/lr 9.974e-02, val/acc 8.850e-03, val/nll 4.607e+00
[2023-02-21 14:02:22] [Epoch     8/  200] trn/loss 4.607e+00, trn/lr 9.965e-02, val/acc 8.518e-03, val/nll 4.607e+00
[2023-02-21 14:02:29] [Epoch     9/  200] trn/loss 4.607e+00, trn/lr 9.955e-02, val/acc 8.518e-03, val/nll 4.607e+00
[2023-02-21 14:02:37] [Epoch    10/  200] trn/loss 4.607e+00, trn/lr 9.944e-02, val/acc 9.071e-03, val/nll 4.607e+00
[2023-02-21 14:02:44] [Epoch    11/  200] trn/loss 4.607e+00, trn/lr 9.932e-02, val/acc 8.518e-03, val/nll 4.607e+00
[2023-02-21 14:02:51] [Epoch    12/  200] trn/loss 4.607e+00, trn/lr 9.919e-02, val/acc 9.181e-03, val/nll 4.608e+00
[2023-02-21 14:02:58] [Epoch    13/  200] trn/loss 4.607e+00, trn/lr 9.904e-02, val/acc 9.513e-03, val/nll 4.607e+00
[2023-02-21 14:03:05] [Epoch    14/  200] trn/loss 4.607e+00, trn/lr 9.888e-02, val/acc 8.960e-03, val/nll 4.608e+00
[2023-02-21 14:03:13] [Epoch    15/  200] trn/loss 4.607e+00, trn/lr 9.871e-02, val/acc 8.296e-03, val/nll 4.608e+00
[2023-02-21 14:03:20] [Epoch    16/  200] trn/loss 4.607e+00, trn/lr 9.853e-02, val/acc 9.292e-03, val/nll 4.607e+00
